,open,close,high,low,volume
2016-08-01,6.0712,6.0221,6.0908,5.973,32068395.0
2016-08-02,6.0221,6.081,6.081,6.0221,17089234.0
2016-08-03,6.0417,6.0614,6.081,6.0417,15110657.0
2016-08-04,6.0712,6.081,6.081,6.0221,16300009.0
2016-08-05,6.0712,6.1007,6.1498,6.0417,23983829.0
2016-08-08,6.081,6.1301,6.14,6.0417,19124099.0
2016-08-09,6.1301,6.1498,6.1596,6.0908,24864501.0
2016-08-10,6.14,6.1203,6.1793,6.1007,30236274.0
2016-08-11,6.1301,6.1301,6.2087,6.1203,47849713.0
2016-08-12,6.1301,6.2382,6.2579,6.1007,51874845.0
2016-08-15,6.2677,6.4936,6.7294,6.2284,189232058.0
2016-08-16,6.474,6.4936,6.5329,6.415,86682042.0
2016-08-17,6.5329,6.5035,6.7294,6.4936,98277844.0
2016-08-18,6.4642,6.415,6.5427,6.3757,77051805.0
2016-08-19,6.4052,6.4445,6.474,6.3757,39744613.0
2016-08-22,6.4347,6.3856,6.474,6.3856,38996897.0
2016-08-23,6.3856,6.415,6.4445,6.3757,31566047.0
2016-08-24,6.415,6.3856,6.4445,6.3757,24024848.0
2016-08-25,6.3757,6.3757,6.4347,6.307,35217809.0
2016-08-26,6.3856,6.3561,6.4052,6.3364,25240395.0
2016-08-29,6.3856,6.3364,6.3954,6.3168,21269981.0
2016-08-30,6.3364,6.3561,6.3954,6.3266,30200635.0
2016-08-31,6.3561,6.3856,6.4052,6.3168,27570655.0
2016-09-01,6.3757,6.2873,6.3856,6.2873,29889260.0
2016-09-02,6.2972,6.3266,6.415,6.2873,32231195.0
2016-09-05,6.3561,6.3561,6.4249,6.3266,31462909.0
2016-09-06,6.3463,6.3757,6.3954,6.2972,31927538.0
2016-09-07,6.3757,6.3757,6.4052,6.3463,29938263.0
2016-09-08,6.3659,6.3463,6.3659,6.3168,21510220.0
2016-09-09,6.3463,6.2972,6.3659,6.2972,26924304.0
2016-09-12,6.2382,6.0908,6.2382,6.0712,51475588.0
2016-09-13,6.1105,6.0908,6.1301,6.0712,25474588.0
2016-09-14,6.0712,6.0614,6.0908,6.0417,23186034.0
2016-09-19,6.0614,6.081,6.1007,6.0614,22755764.0
2016-09-20,6.0712,6.0614,6.081,6.0516,14613587.0
2016-09-21,6.0614,6.081,6.1203,6.0417,28608537.0
2016-09-22,6.1203,6.1301,6.1694,6.0908,39394045.0
2016-09-23,6.14,6.1105,6.14,6.0908,17786324.0
2016-09-26,6.1007,6.0221,6.14,6.0221,40008588.0
2016-09-27,6.0221,6.081,6.081,6.0024,22753626.0
2016-09-28,6.0614,6.0712,6.1007,6.0417,16944152.0
2016-09-29,6.0908,6.1105,6.1891,6.0614,41801964.0
2016-09-30,6.0908,6.1498,6.1694,6.081,22316830.0
2016-10-10,6.1891,6.307,6.307,6.1793,53810459.0
2016-10-11,6.307,6.2972,6.3168,6.2284,30421081.0
2016-10-12,6.2677,6.2677,6.2972,6.248,17058157.0
2016-10-13,6.2677,6.2873,6.3266,6.2382,28323625.0
2016-10-14,6.2873,6.307,6.3168,6.2382,24345142.0
2016-10-17,6.307,6.2186,6.3168,6.1989,24420449.0
2016-10-18,6.2087,6.3266,6.3463,6.1989,44232375.0
2016-10-19,6.3266,6.2775,6.3463,6.2579,26644712.0
2016-10-20,6.2677,6.2579,6.2972,6.2382,20163589.0
2016-10-21,6.2579,6.2873,6.3463,6.2382,34252226.0
2016-10-24,6.2873,6.3757,6.4543,6.2677,83727165.0
2016-10-25,6.3757,6.3561,6.3856,6.3266,34910654.0
2016-10-26,6.3757,6.3266,6.3954,6.2972,33143904.0
2016-10-27,6.3168,6.2972,6.3266,6.2677,23541006.0
2016-10-28,6.3168,6.3561,6.4543,6.307,71782488.0
2016-10-31,6.3364,6.3364,6.3659,6.2579,28910554.0
2016-11-01,6.3364,6.3659,6.4249,6.2972,36651991.0
2016-11-02,6.3463,6.3168,6.415,6.307,33969716.0
2016-11-03,6.2873,6.4445,6.5231,6.2873,110494333.0
